point_id,signal_name,scale,offset,unit,reverse,data_type
1,PV_T_uint16_1,1,0,kW,0,uint16
2,PV_T_uint16_2,0.1,0,kVar,0,uint16
3,PV_T_uint16_3,0.01,0,V,0,uint16
4,PV_T_uint16_4,0.001,0,A,0,uint16
5,PV_T_uint16_5,1,0,Hz,0,uint16
6,PV_T_uint16_6,0.1,0,°C,0,uint16
7,PV_T_uint16_7,0.01,0,%,0,uint16
8,PV_T_uint16_8,0.001,0,kWh,0,uint16
9,PV_T_uint16_9,1,0,kW,0,uint16
10,PV_T_uint16_10,0.1,0,kVar,0,uint16
11,PV_T_uint16_11,0.01,0,V,0,uint16
12,PV_T_uint16_12,0.001,0,A,0,uint16
13,PV_T_uint16_13,1,0,Hz,0,uint16
14,PV_T_uint16_14,0.1,0,°C,0,uint16
15,PV_T_uint16_15,0.01,0,%,0,uint16
16,PV_T_uint16_16,0.001,0,kWh,0,uint16
17,PV_T_uint16_17,1,0,kW,0,uint16
18,PV_T_uint16_18,0.1,0,kVar,0,uint16
19,PV_T_uint16_19,0.01,0,V,0,uint16
20,PV_T_uint16_20,0.001,0,A,0,uint16
21,PV_T_uint16_21,1,0,Hz,0,uint16
22,PV_T_uint16_22,0.1,0,°C,0,uint16
23,PV_T_uint16_23,0.01,0,%,0,uint16
24,PV_T_uint16_24,0.001,0,kWh,0,uint16
25,PV_T_uint16_25,1,0,kW,0,uint16
26,PV_T_uint16_26,0.1,0,kVar,0,uint16
27,PV_T_uint16_27,0.01,0,V,0,uint16
28,PV_T_uint16_28,0.001,0,A,0,uint16
29,PV_T_uint16_29,1,0,Hz,0,uint16
30,PV_T_uint16_30,0.1,0,°C,0,uint16
31,PV_T_uint16_31,0.01,0,%,0,uint16
32,PV_T_uint16_32,0.001,0,kWh,0,uint16
33,PV_T_uint16_33,1,0,kW,0,uint16
34,PV_T_uint16_34,0.1,0,kVar,0,uint16
35,PV_T_uint16_35,0.01,0,V,0,uint16
36,PV_T_uint16_36,0.001,0,A,0,uint16
37,PV_T_uint16_37,1,0,Hz,0,uint16
38,PV_T_uint16_38,0.1,0,°C,0,uint16
39,PV_T_uint16_39,0.01,0,%,0,uint16
40,PV_T_uint16_40,0.001,0,kWh,0,uint16
41,PV_T_uint16_41,1,0,kW,0,uint16
42,PV_T_uint16_42,0.1,0,kVar,0,uint16
43,PV_T_uint16_43,0.01,0,V,0,uint16
44,PV_T_uint16_44,0.001,0,A,0,uint16
45,PV_T_uint16_45,1,0,Hz,0,uint16
46,PV_T_uint16_46,0.1,0,°C,0,uint16
47,PV_T_uint16_47,0.01,0,%,0,uint16
48,PV_T_uint16_48,0.001,0,kWh,0,uint16
49,PV_T_uint16_49,1,0,kW,0,uint16
50,PV_T_uint16_50,0.1,0,kVar,0,uint16
51,PV_T_uint16_51,0.01,0,V,0,uint16
52,PV_T_uint16_52,0.001,0,A,0,uint16
53,PV_T_uint16_53,1,0,Hz,0,uint16
54,PV_T_uint16_54,0.1,0,°C,0,uint16
55,PV_T_uint16_55,0.01,0,%,0,uint16
56,PV_T_uint16_56,0.001,0,kWh,0,uint16
57,PV_T_uint16_57,1,0,kW,0,uint16
58,PV_T_uint16_58,0.1,0,kVar,0,uint16
59,PV_T_uint16_59,0.01,0,V,0,uint16
60,PV_T_uint16_60,0.001,0,A,0,uint16
61,PV_T_uint16_61,1,0,Hz,0,uint16
62,PV_T_uint16_62,0.1,0,°C,0,uint16
63,PV_T_uint16_63,0.01,0,%,0,uint16
64,PV_T_uint16_64,0.001,0,kWh,0,uint16
65,PV_T_uint16_65,1,0,kW,0,uint16
66,PV_T_uint16_66,0.1,0,kVar,0,uint16
67,PV_T_uint16_67,0.01,0,V,0,uint16
68,PV_T_uint16_68,0.001,0,A,0,uint16
69,PV_T_uint16_69,1,0,Hz,0,uint16
70,PV_T_uint16_70,0.1,0,°C,0,uint16
71,PV_T_uint16_71,0.01,0,%,0,uint16
72,PV_T_uint16_72,0.001,0,kWh,0,uint16
73,PV_T_uint16_73,1,0,kW,0,uint16
74,PV_T_uint16_74,0.1,0,kVar,0,uint16
75,PV_T_uint16_75,0.01,0,V,0,uint16
76,PV_T_uint16_76,0.001,0,A,0,uint16
77,PV_T_uint16_77,1,0,Hz,0,uint16
78,PV_T_uint16_78,0.1,0,°C,0,uint16
79,PV_T_uint16_79,0.01,0,%,0,uint16
80,PV_T_uint16_80,0.001,0,kWh,0,uint16
81,PV_T_uint16_81,1,0,kW,0,uint16
82,PV_T_uint16_82,0.1,0,kVar,0,uint16
83,PV_T_uint16_83,0.01,0,V,0,uint16
84,PV_T_uint16_84,0.001,0,A,0,uint16
85,PV_T_uint16_85,1,0,Hz,0,uint16
86,PV_T_uint16_86,0.1,0,°C,0,uint16
87,PV_T_uint16_87,0.01,0,%,0,uint16
88,PV_T_uint16_88,0.001,0,kWh,0,uint16
89,PV_T_uint16_89,1,0,kW,0,uint16
90,PV_T_uint16_90,0.1,0,kVar,0,uint16
91,PV_T_uint16_91,0.01,0,V,0,uint16
92,PV_T_uint16_92,0.001,0,A,0,uint16
93,PV_T_uint16_93,1,0,Hz,0,uint16
94,PV_T_uint16_94,0.1,0,°C,0,uint16
95,PV_T_uint16_95,0.01,0,%,0,uint16
96,PV_T_uint16_96,0.001,0,kWh,0,uint16
97,PV_T_uint16_97,1,0,kW,0,uint16
98,PV_T_uint16_98,0.1,0,kVar,0,uint16
99,PV_T_uint16_99,0.01,0,V,0,uint16
100,PV_T_uint16_100,0.001,0,A,0,uint16
101,PV_T_uint16_101,1,0,Hz,0,uint16
102,PV_T_uint16_102,0.1,0,°C,0,uint16
103,PV_T_uint16_103,0.01,0,%,0,uint16
104,PV_T_uint16_104,0.001,0,kWh,0,uint16
105,PV_T_uint16_105,1,0,kW,0,uint16
106,PV_T_uint16_106,0.1,0,kVar,0,uint16
107,PV_T_uint16_107,0.01,0,V,0,uint16
108,PV_T_uint16_108,0.001,0,A,0,uint16
109,PV_T_uint16_109,1,0,Hz,0,uint16
110,PV_T_uint16_110,0.1,0,°C,0,uint16
111,PV_T_uint16_111,0.01,0,%,0,uint16
112,PV_T_uint16_112,0.001,0,kWh,0,uint16
113,PV_T_uint16_113,1,0,kW,0,uint16
114,PV_T_uint16_114,0.1,0,kVar,0,uint16
115,PV_T_uint16_115,0.01,0,V,0,uint16
116,PV_T_uint16_116,0.001,0,A,0,uint16
117,PV_T_uint16_117,1,0,Hz,0,uint16
118,PV_T_uint16_118,0.1,0,°C,0,uint16
119,PV_T_uint16_119,0.01,0,%,0,uint16
120,PV_T_uint16_120,0.001,0,kWh,0,uint16
121,PV_T_uint16_121,1,0,kW,0,uint16
122,PV_T_uint16_122,0.1,0,kVar,0,uint16
123,PV_T_uint16_123,0.01,0,V,0,uint16
124,PV_T_uint16_124,0.001,0,A,0,uint16
125,PV_T_uint16_125,1,0,Hz,0,uint16
126,PV_T_uint16_126,0.1,0,°C,0,uint16
127,PV_T_uint16_127,0.01,0,%,0,uint16
